Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,Year,Month,Daily_Return,Prev_Close,Target,MA_50,MA_200,Close_vs_MA_50,Close_vs_MA_200,MA_Diff_Pct
2021-10-25,23.11838150024414,23.306992179062902,22.723195589304648,22.925777429517396,230235000,2021,10,0.019361124032282406,22.679285049438477,1,21.557058334350586,17.246962718963623,1.5613231658935547,5.871418781280518,0.24990461715603213
2021-10-26,24.66619110107422,25.207078693379014,23.874821912832736,23.939688832608766,485898000,2021,10,0.0669514689345243,23.11838150024414,0,21.65227249145508,17.302377157211303,3.0139186096191395,7.363813943862915,0.25140449169036994
2021-10-27,24.400741577148438,25.038428062047632,24.232088329597563,24.42369501670846,245990000,2021,10,-0.010761674667890686,24.66619110107422,1,21.75199577331543,17.357146191596986,2.648745803833009,7.043595385551452,0.25320116182728797
2021-10-28,24.889732360839844,24.89871463743383,24.472592314193292,24.82686213496586,234204000,2021,10,0.020039996823266737,24.400741577148438,1,21.86984016418457,17.414125847816468,3.019892196655274,7.475606513023376,0.25586781417034477
2021-10-29,25.514442443847656,25.65615073845339,24.9486085650079,24.9496059611633,292503000,2021,10,0.025099108096103828,24.889732360839844,1,21.98505256652832,17.475881896018983,3.5293898773193355,8.038560547828673,0.25802249622301066
2021-11-01,25.773914337158203,25.840776060615124,25.175147208367978,25.596280704392232,265740000,2021,11,0.010169608600367974,25.514442443847656,1,22.08513984680176,17.540634274482727,3.688774490356444,8.233280062675476,0.2590844493537022
2021-11-02,26.346729278564453,26.62316030481337,25.74696485932054,25.768920900082524,294112000,2021,11,0.022224600187346066,25.773914337158203,1,22.173894424438476,17.607424292564392,4.172834854125977,8.739304986000061,0.259349127731448
2021-11-03,26.543325424194336,26.72894390976585,26.18107263291449,26.615177925392462,239910000,2021,11,0.007461880507112273,26.346729278564453,1,22.269873580932618,17.673499574661253,4.273451843261718,8.869825849533083,0.26007152612045503
2021-11-04,29.73974609375,31.30053054584952,27.062260305806582,27.17303221163715,1153631000,2021,11,0.12042276611814873,26.543325424194336,0,22.421399879455567,17.753055248260498,7.318346214294433,11.986690845489502,0.262960068895887
2021-11-05,29.690845489501953,31.335456833245594,29.34954751211164,30.12495081284974,851260000,2021,11,-0.0016442845239463821,29.73974609375,1,22.574841613769532,17.833139247894287,7.116003875732421,11.857706241607666,0.2658927460814359
2021-11-08,30.740686416625977,31.036077547189436,29.845528843477773,30.08703201614871,503101000,2021,11,0.03535907818776085,29.690845489501953,0,22.737945556640625,17.91876787185669,8.002740859985352,12.821918544769286,0.26894581810800505
